"HostName","AppID","AppName","UserSID","UserName","ACL","Service","RunAs","Error"
"DC-SRV01","{39214908-5362-44b4-97f4-1aa724d3e0da}","MiracastTestRemoteCommandSender","S-1-5-32-544","BUILTIN\Administrators","Owner",,"nt authority\localservice",
"DC-SRV01","{39214908-5362-44b4-97f4-1aa724d3e0da}","MiracastTestRemoteCommandSender","S-1-5-6","NT AUTHORITY\SERVICE","Group",,"nt authority\localservice",
"DC-SRV01","{39214908-5362-44b4-97f4-1aa724d3e0da}","MiracastTestRemoteCommandSender","S-1-15-2-1","APPLICATION PACKAGE AUTHORITY\ALL APPLICATION PACKAGES","AccessPermission - Local Launch",,"nt authority\localservice",
"DC-SRV01","{39214908-5362-44b4-97f4-1aa724d3e0da}","MiracastTestRemoteCommandSender","S-1-15-2-1","APPLICATION PACKAGE AUTHORITY\ALL APPLICATION PACKAGES","AccessPermission - Remote Launch",,"nt authority\localservice",
"DC-SRV01","{39214908-5362-44b4-97f4-1aa724d3e0da}","MiracastTestRemoteCommandSender","S-1-15-2-1","APPLICATION PACKAGE AUTHORITY\ALL APPLICATION PACKAGES","AccessPermission - Remote Activation",,"nt authority\localservice",
"DC-SRV01","{39214908-5362-44b4-97f4-1aa724d3e0da}","MiracastTestRemoteCommandSender","S-1-5-4","NT AUTHORITY\INTERACTIVE","AccessPermission - Local Launch",,"nt authority\localservice",
"DC-SRV01","{39214908-5362-44b4-97f4-1aa724d3e0da}","MiracastTestRemoteCommandSender","S-1-5-4","NT AUTHORITY\INTERACTIVE","AccessPermission - Remote Launch",,"nt authority\localservice",
"DC-SRV01","{39214908-5362-44b4-97f4-1aa724d3e0da}","MiracastTestRemoteCommandSender","S-1-5-4","NT AUTHORITY\INTERACTIVE","AccessPermission - Remote Activation",,"nt authority\localservice",
"DC-SRV01","{39214908-5362-44b4-97f4-1aa724d3e0da}","MiracastTestRemoteCommandSender","S-1-5-19","NT AUTHORITY\LOCAL SERVICE","AccessPermission - Local Launch",,"nt authority\localservice",
"DC-SRV01","{39214908-5362-44b4-97f4-1aa724d3e0da}","MiracastTestRemoteCommandSender","S-1-5-19","NT AUTHORITY\LOCAL SERVICE","AccessPermission - Remote Launch",,"nt authority\localservice",
"DC-SRV01","{39214908-5362-44b4-97f4-1aa724d3e0da}","MiracastTestRemoteCommandSender","S-1-5-19","NT AUTHORITY\LOCAL SERVICE","AccessPermission - Remote Activation",,"nt authority\localservice",
"DC-SRV01","{39214908-5362-44b4-97f4-1aa724d3e0da}","MiracastTestRemoteCommandSender","S-1-5-18","NT AUTHORITY\SYSTEM","AccessPermission - Local Launch",,"nt authority\localservice",
"DC-SRV01","{39214908-5362-44b4-97f4-1aa724d3e0da}","MiracastTestRemoteCommandSender","S-1-5-18","NT AUTHORITY\SYSTEM","AccessPermission - Remote Launch",,"nt authority\localservice",
"DC-SRV01","{39214908-5362-44b4-97f4-1aa724d3e0da}","MiracastTestRemoteCommandSender","S-1-5-18","NT AUTHORITY\SYSTEM","AccessPermission - Remote Activation",,"nt authority\localservice",
"DC-SRV01","{3ad05575-8857-4850-9277-11b85bdb8e09}",,"S-1-5-32-544","BUILTIN\Administrators","Owner",,,
"DC-SRV01","{3ad05575-8857-4850-9277-11b85bdb8e09}",,"S-1-5-32-544","BUILTIN\Administrators","Group",,,
"DC-SRV01","{3ad05575-8857-4850-9277-11b85bdb8e09}",,"S-1-5-4","NT AUTHORITY\INTERACTIVE","AccessPermission - Local Launch",,,
"DC-SRV01","{3ad05575-8857-4850-9277-11b85bdb8e09}",,"S-1-5-4","NT AUTHORITY\INTERACTIVE","AccessPermission - Remote Launch",,,
"DC-SRV01","{3ad05575-8857-4850-9277-11b85bdb8e09}",,"S-1-5-10","NT AUTHORITY\SELF","AccessPermission - Local Launch",,,
"DC-SRV01","{3ad05575-8857-4850-9277-11b85bdb8e09}",,"S-1-5-10","NT AUTHORITY\SELF","AccessPermission - Remote Launch",,,
"DC-SRV01","{3ad05575-8857-4850-9277-11b85bdb8e09}",,"S-1-5-10","NT AUTHORITY\SELF","AccessPermission - Local Activation",,,
"DC-SRV01","{3ad05575-8857-4850-9277-11b85bdb8e09}",,"S-1-5-18","NT AUTHORITY\SYSTEM","AccessPermission - Local Launch",,,
"DC-SRV01","{3ad05575-8857-4850-9277-11b85bdb8e09}",,"S-1-5-18","NT AUTHORITY\SYSTEM","AccessPermission - Remote Launch",,,
"DC-SRV01","{3E000D72-A845-4CD9-BD83-80C07C3B881F}","CMLUAUTIL","S-1-5-32-544","BUILTIN\Administrators","Owner",,,
"DC-SRV01","{3E000D72-A845-4CD9-BD83-80C07C3B881F}","CMLUAUTIL","S-1-5-32-544","BUILTIN\Administrators","Group",,,
"DC-SRV01","{3E000D72-A845-4CD9-BD83-80C07C3B881F}","CMLUAUTIL","S-1-5-18","NT AUTHORITY\SYSTEM","LaunchPermission - Local Launch",,,
"DC-SRV01","{3E000D72-A845-4CD9-BD83-80C07C3B881F}","CMLUAUTIL","S-1-5-18","NT AUTHORITY\SYSTEM","LaunchPermission - Remote Launch",,,
"DC-SRV01","{3E000D72-A845-4CD9-BD83-80C07C3B881F}","CMLUAUTIL","S-1-5-18","NT AUTHORITY\SYSTEM","LaunchPermission - Remote Activation",,,
"DC-SRV01","{3E000D72-A845-4CD9-BD83-80C07C3B881F}","CMLUAUTIL","S-1-5-32-544","BUILTIN\Administrators","LaunchPermission - Local Launch",,,
"DC-SRV01","{3E000D72-A845-4CD9-BD83-80C07C3B881F}","CMLUAUTIL","S-1-5-32-544","BUILTIN\Administrators","LaunchPermission - Remote Launch",,,
"DC-SRV01","{3E000D72-A845-4CD9-BD83-80C07C3B881F}","CMLUAUTIL","S-1-5-32-544","BUILTIN\Administrators","LaunchPermission - Remote Activation",,,
"DC-SRV01","{3E000D72-A845-4CD9-BD83-80C07C3B881F}","CMLUAUTIL","S-1-5-4","NT AUTHORITY\INTERACTIVE","LaunchPermission - Local Launch",,,
"DC-SRV01","{3E000D72-A845-4CD9-BD83-80C07C3B881F}","CMLUAUTIL","S-1-5-4","NT AUTHORITY\INTERACTIVE","LaunchPermission - Remote Launch",,,
"DC-SRV01","{3E000D72-A845-4CD9-BD83-80C07C3B881F}","CMLUAUTIL","S-1-5-4","NT AUTHORITY\INTERACTIVE","LaunchPermission - Remote Activation",,,
"DC-SRV01","{3E000D72-A845-4CD9-BD83-80C07C3B881F}","CMLUAUTIL","S-1-5-32-544","BUILTIN\Administrators","Owner",,,
"DC-SRV01","{3E000D72-A845-4CD9-BD83-80C07C3B881F}","CMLUAUTIL","S-1-5-32-544","BUILTIN\Administrators","Group",,,
"DC-SRV01","{3E000D72-A845-4CD9-BD83-80C07C3B881F}","CMLUAUTIL","S-1-5-10","NT AUTHORITY\SELF","AccessPermission - Local Launch",,,
"DC-SRV01","{3E000D72-A845-4CD9-BD83-80C07C3B881F}","CMLUAUTIL","S-1-5-10","NT AUTHORITY\SELF","AccessPermission - Remote Launch",,,
"DC-SRV01","{3E000D72-A845-4CD9-BD83-80C07C3B881F}","CMLUAUTIL","S-1-5-18","NT AUTHORITY\SYSTEM","AccessPermission - Local Launch",,,
"DC-SRV01","{3E000D72-A845-4CD9-BD83-80C07C3B881F}","CMLUAUTIL","S-1-5-18","NT AUTHORITY\SYSTEM","AccessPermission - Remote Launch",,,
"DC-SRV01","{3E000D72-A845-4CD9-BD83-80C07C3B881F}","CMLUAUTIL","S-1-5-4","NT AUTHORITY\INTERACTIVE","AccessPermission - Local Launch",,,
"DC-SRV01","{3E000D72-A845-4CD9-BD83-80C07C3B881F}","CMLUAUTIL","S-1-5-4","NT AUTHORITY\INTERACTIVE","AccessPermission - Remote Launch",,,
"DC-SRV01","{3e5ca495-8d6a-4d1f-ad99-177b426c8b8e}","Microsoft Windows Remote Shell Host","S-1-5-18","NT AUTHORITY\SYSTEM","Owner",,,
"DC-SRV01","{3e5ca495-8d6a-4d1f-ad99-177b426c8b8e}","Microsoft Windows Remote Shell Host","S-1-5-32-544","BUILTIN\Administrators","Group",,,
"DC-SRV01","{3e5ca495-8d6a-4d1f-ad99-177b426c8b8e}","Microsoft Windows Remote Shell Host","S-1-1-0","Everyone","LaunchPermission - Local Launch",,,
"DC-SRV01","{3e5ca495-8d6a-4d1f-ad99-177b426c8b8e}","Microsoft Windows Remote Shell Host","S-1-1-0","Everyone","LaunchPermission - Remote Launch",,,
"DC-SRV01","{3e5ca495-8d6a-4d1f-ad99-177b426c8b8e}","Microsoft Windows Remote Shell Host","S-1-1-0","Everyone","LaunchPermission - Remote Activation",,,
"DC-SRV01","{3e5ca495-8d6a-4d1f-ad99-177b426c8b8e}","Microsoft Windows Remote Shell Host","S-1-5-18","NT AUTHORITY\SYSTEM","LaunchPermission - Local Launch",,,
"DC-SRV01","{3e5ca495-8d6a-4d1f-ad99-177b426c8b8e}","Microsoft Windows Remote Shell Host","S-1-5-18","NT AUTHORITY\SYSTEM","LaunchPermission - Remote Launch",,,
"DC-SRV01","{3e5ca495-8d6a-4d1f-ad99-177b426c8b8e}","Microsoft Windows Remote Shell Host","S-1-5-18","NT AUTHORITY\SYSTEM","LaunchPermission - Local Activation",,,
"DC-SRV01","{3e5ca495-8d6a-4d1f-ad99-177b426c8b8e}","Microsoft Windows Remote Shell Host","S-1-5-18","NT AUTHORITY\SYSTEM","LaunchPermission - Remote Activation",,,
"DC-SRV01","{3e5ca495-8d6a-4d1f-ad99-177b426c8b8e}","Microsoft Windows Remote Shell Host","S-1-5-18","NT AUTHORITY\SYSTEM","LaunchPermission - Local Access",,,
"DC-SRV01","{3e5ca495-8d6a-4d1f-ad99-177b426c8b8e}","Microsoft Windows Remote Shell Host","S-1-5-19","NT AUTHORITY\LOCAL SERVICE","LaunchPermission - Local Launch",,,
"DC-SRV01","{3e5ca495-8d6a-4d1f-ad99-177b426c8b8e}","Microsoft Windows Remote Shell Host","S-1-5-19","NT AUTHORITY\LOCAL SERVICE","LaunchPermission - Remote Launch",,,
"DC-SRV01","{3e5ca495-8d6a-4d1f-ad99-177b426c8b8e}","Microsoft Windows Remote Shell Host","S-1-5-19","NT AUTHORITY\LOCAL SERVICE","LaunchPermission - Local Activation",,,
"DC-SRV01","{3e5ca495-8d6a-4d1f-ad99-177b426c8b8e}","Microsoft Windows Remote Shell Host","S-1-5-19","NT AUTHORITY\LOCAL SERVICE","LaunchPermission - Remote Activation",,,
"DC-SRV01","{3e5ca495-8d6a-4d1f-ad99-177b426c8b8e}","Microsoft Windows Remote Shell Host","S-1-5-19","NT AUTHORITY\LOCAL SERVICE","LaunchPermission - Local Access",,,
"DC-SRV01","{3e5ca495-8d6a-4d1f-ad99-177b426c8b8e}","Microsoft Windows Remote Shell Host","S-1-5-20","NT AUTHORITY\NETWORK SERVICE","LaunchPermission - Local Launch",,,
"DC-SRV01","{3e5ca495-8d6a-4d1f-ad99-177b426c8b8e}","Microsoft Windows Remote Shell Host","S-1-5-20","NT AUTHORITY\NETWORK SERVICE","LaunchPermission - Remote Launch",,,
"DC-SRV01","{3e5ca495-8d6a-4d1f-ad99-177b426c8b8e}","Microsoft Windows Remote Shell Host","S-1-5-20","NT AUTHORITY\NETWORK SERVICE","LaunchPermission - Local Activation",,,
"DC-SRV01","{3e5ca495-8d6a-4d1f-ad99-177b426c8b8e}","Microsoft Windows Remote Shell Host","S-1-5-20","NT AUTHORITY\NETWORK SERVICE","LaunchPermission - Remote Activation",,,
"DC-SRV01","{3e5ca495-8d6a-4d1f-ad99-177b426c8b8e}","Microsoft Windows Remote Shell Host","S-1-5-20","NT AUTHORITY\NETWORK SERVICE","LaunchPermission - Local Access",,,
"DC-SRV01","{3e5ca495-8d6a-4d1f-ad99-177b426c8b8e}","Microsoft Windows Remote Shell Host","S-1-5-32-544","BUILTIN\Administrators","LaunchPermission - Local Launch",,,
"DC-SRV01","{3e5ca495-8d6a-4d1f-ad99-177b426c8b8e}","Microsoft Windows Remote Shell Host","S-1-5-32-544","BUILTIN\Administrators","LaunchPermission - Remote Launch",,,
"DC-SRV01","{3e5ca495-8d6a-4d1f-ad99-177b426c8b8e}","Microsoft Windows Remote Shell Host","S-1-5-32-544","BUILTIN\Administrators","LaunchPermission - Local Activation",,,
"DC-SRV01","{3e5ca495-8d6a-4d1f-ad99-177b426c8b8e}","Microsoft Windows Remote Shell Host","S-1-5-32-544","BUILTIN\Administrators","LaunchPermission - Remote Activation",,,
"DC-SRV01","{3e5ca495-8d6a-4d1f-ad99-177b426c8b8e}","Microsoft Windows Remote Shell Host","S-1-5-32-544","BUILTIN\Administrators","LaunchPermission - Local Access",,,
"DC-SRV01","{3e5ca495-8d6a-4d1f-ad99-177b426c8b8e}","Microsoft Windows Remote Shell Host","S-1-5-4","NT AUTHORITY\INTERACTIVE","LaunchPermission - Local Launch",,,
"DC-SRV01","{3e5ca495-8d6a-4d1f-ad99-177b426c8b8e}","Microsoft Windows Remote Shell Host","S-1-5-4","NT AUTHORITY\INTERACTIVE","LaunchPermission - Remote Launch",,,
"DC-SRV01","{3e5ca495-8d6a-4d1f-ad99-177b426c8b8e}","Microsoft Windows Remote Shell Host","S-1-5-4","NT AUTHORITY\INTERACTIVE","LaunchPermission - Local Activation",,,
"DC-SRV01","{3e5ca495-8d6a-4d1f-ad99-177b426c8b8e}","Microsoft Windows Remote Shell Host","S-1-5-4","NT AUTHORITY\INTERACTIVE","LaunchPermission - Remote Activation",,,
"DC-SRV01","{3e5ca495-8d6a-4d1f-ad99-177b426c8b8e}","Microsoft Windows Remote Shell Host","S-1-5-4","NT AUTHORITY\INTERACTIVE","LaunchPermission - Local Access",,,
"DC-SRV01","{3E5FC7F9-9A51-4367-9063-A120244FBEC7}","CMSTPLUA","S-1-5-32-544","BUILTIN\Administrators","Owner",,,
"DC-SRV01","{3E5FC7F9-9A51-4367-9063-A120244FBEC7}","CMSTPLUA","S-1-5-32-544","BUILTIN\Administrators","Group",,,
"DC-SRV01","{3E5FC7F9-9A51-4367-9063-A120244FBEC7}","CMSTPLUA","S-1-5-18","NT AUTHORITY\SYSTEM","LaunchPermission - Local Launch",,,
"DC-SRV01","{3E5FC7F9-9A51-4367-9063-A120244FBEC7}","CMSTPLUA","S-1-5-18","NT AUTHORITY\SYSTEM","LaunchPermission - Remote Launch",,,
"DC-SRV01","{3E5FC7F9-9A51-4367-9063-A120244FBEC7}","CMSTPLUA","S-1-5-18","NT AUTHORITY\SYSTEM","LaunchPermission - Remote Activation",,,
"DC-SRV01","{3E5FC7F9-9A51-4367-9063-A120244FBEC7}","CMSTPLUA","S-1-5-32-544","BUILTIN\Administrators","LaunchPermission - Local Launch",,,
"DC-SRV01","{3E5FC7F9-9A51-4367-9063-A120244FBEC7}","CMSTPLUA","S-1-5-32-544","BUILTIN\Administrators","LaunchPermission - Remote Launch",,,
"DC-SRV01","{3E5FC7F9-9A51-4367-9063-A120244FBEC7}","CMSTPLUA","S-1-5-32-544","BUILTIN\Administrators","LaunchPermission - Remote Activation",,,
"DC-SRV01","{3E5FC7F9-9A51-4367-9063-A120244FBEC7}","CMSTPLUA","S-1-5-4","NT AUTHORITY\INTERACTIVE","LaunchPermission - Local Launch",,,
"DC-SRV01","{3E5FC7F9-9A51-4367-9063-A120244FBEC7}","CMSTPLUA","S-1-5-4","NT AUTHORITY\INTERACTIVE","LaunchPermission - Remote Launch",,,
"DC-SRV01","{3E5FC7F9-9A51-4367-9063-A120244FBEC7}","CMSTPLUA","S-1-5-4","NT AUTHORITY\INTERACTIVE","LaunchPermission - Remote Activation",,,
"DC-SRV01","{3E5FC7F9-9A51-4367-9063-A120244FBEC7}","CMSTPLUA","S-1-5-32-544","BUILTIN\Administrators","Owner",,,
"DC-SRV01","{3E5FC7F9-9A51-4367-9063-A120244FBEC7}","CMSTPLUA","S-1-5-32-544","BUILTIN\Administrators","Group",,,
"DC-SRV01","{3E5FC7F9-9A51-4367-9063-A120244FBEC7}","CMSTPLUA","S-1-5-10","NT AUTHORITY\SELF","AccessPermission - Local Launch",,,
"DC-SRV01","{3E5FC7F9-9A51-4367-9063-A120244FBEC7}","CMSTPLUA","S-1-5-10","NT AUTHORITY\SELF","AccessPermission - Remote Launch",,,
"DC-SRV01","{3E5FC7F9-9A51-4367-9063-A120244FBEC7}","CMSTPLUA","S-1-5-18","NT AUTHORITY\SYSTEM","AccessPermission - Local Launch",,,
"DC-SRV01","{3E5FC7F9-9A51-4367-9063-A120244FBEC7}","CMSTPLUA","S-1-5-18","NT AUTHORITY\SYSTEM","AccessPermission - Remote Launch",,,
"DC-SRV01","{3E5FC7F9-9A51-4367-9063-A120244FBEC7}","CMSTPLUA","S-1-5-4","NT AUTHORITY\INTERACTIVE","AccessPermission - Local Launch",,,
"DC-SRV01","{3E5FC7F9-9A51-4367-9063-A120244FBEC7}","CMSTPLUA","S-1-5-4","NT AUTHORITY\INTERACTIVE","AccessPermission - Remote Launch",,,
"DC-SRV01","{3eb3c877-1f16-487c-9050-104dbcd66683}","WinInetCacheServer","S-1-5-32-544","BUILTIN\Administrators","Owner",,,
"DC-SRV01","{3eb3c877-1f16-487c-9050-104dbcd66683}","WinInetCacheServer","S-1-5-32-544","BUILTIN\Administrators","Group",,,
"DC-SRV01","{3eb3c877-1f16-487c-9050-104dbcd66683}","WinInetCacheServer","S-1-5-4","NT AUTHORITY\INTERACTIVE","AccessPermission - Local Launch",,,
"DC-SRV01","{3eb3c877-1f16-487c-9050-104dbcd66683}","WinInetCacheServer","S-1-5-4","NT AUTHORITY\INTERACTIVE","AccessPermission - Remote Launch",,,
"DC-SRV01","{3eb3c877-1f16-487c-9050-104dbcd66683}","WinInetCacheServer","S-1-5-18","NT AUTHORITY\SYSTEM","AccessPermission - Local Launch",,,
"DC-SRV01","{3eb3c877-1f16-487c-9050-104dbcd66683}","WinInetCacheServer","S-1-5-18","NT AUTHORITY\SYSTEM","AccessPermission - Remote Launch",,,
"DC-SRV01","{3eb3c877-1f16-487c-9050-104dbcd66683}","WinInetCacheServer","S-1-15-2-1","APPLICATION PACKAGE AUTHORITY\ALL APPLICATION PACKAGES","AccessPermission - Local Launch",,,
"DC-SRV01","{3eb3c877-1f16-487c-9050-104dbcd66683}","WinInetCacheServer","S-1-15-2-1","APPLICATION PACKAGE AUTHORITY\ALL APPLICATION PACKAGES","AccessPermission - Remote Launch",,,
"DC-SRV01","{3eb3c877-1f16-487c-9050-104dbcd66683}","WinInetCacheServer","S-1-15-3-1","APPLICATION PACKAGE AUTHORITY\Your Internet connection","AccessPermission - Local Launch",,,
"DC-SRV01","{3eb3c877-1f16-487c-9050-104dbcd66683}","WinInetCacheServer","S-1-15-3-1","APPLICATION PACKAGE AUTHORITY\Your Internet connection","AccessPermission - Remote Launch",,,
"DC-SRV01","{3eb3c877-1f16-487c-9050-104dbcd66683}","WinInetCacheServer","S-1-15-3-2","APPLICATION PACKAGE AUTHORITY\Your Internet connection, including incoming connections from the Internet","AccessPermission - Local Launch",,,
"DC-SRV01","{3eb3c877-1f16-487c-9050-104dbcd66683}","WinInetCacheServer","S-1-15-3-2","APPLICATION PACKAGE AUTHORITY\Your Internet connection, including incoming connections from the Internet","AccessPermission - Remote Launch",,,
"DC-SRV01","{3eb3c877-1f16-487c-9050-104dbcd66683}","WinInetCacheServer","S-1-15-3-3","APPLICATION PACKAGE AUTHORITY\Your home or work networks","AccessPermission - Local Launch",,,
"DC-SRV01","{3eb3c877-1f16-487c-9050-104dbcd66683}","WinInetCacheServer","S-1-15-3-3","APPLICATION PACKAGE AUTHORITY\Your home or work networks","AccessPermission - Remote Launch",,,
"DC-SRV01","{3F4D7BB8-4F38-4526-8CD3-C44D68689C5F}",,"S-1-5-32-544","BUILTIN\Administrators","Owner",,,
"DC-SRV01","{3F4D7BB8-4F38-4526-8CD3-C44D68689C5F}",,"S-1-5-32-544","BUILTIN\Administrators","Group",,,
"DC-SRV01","{3F4D7BB8-4F38-4526-8CD3-C44D68689C5F}",,"S-1-5-18","NT AUTHORITY\SYSTEM","LaunchPermission - Local Launch",,,
"DC-SRV01","{3F4D7BB8-4F38-4526-8CD3-C44D68689C5F}",,"S-1-5-18","NT AUTHORITY\SYSTEM","LaunchPermission - Remote Launch",,,
"DC-SRV01","{3F4D7BB8-4F38-4526-8CD3-C44D68689C5F}",,"S-1-5-18","NT AUTHORITY\SYSTEM","LaunchPermission - Local Activation",,,
"DC-SRV01","{3F4D7BB8-4F38-4526-8CD3-C44D68689C5F}",,"S-1-5-18","NT AUTHORITY\SYSTEM","LaunchPermission - Remote Activation",,,
"DC-SRV01","{3F4D7BB8-4F38-4526-8CD3-C44D68689C5F}",,"S-1-5-18","NT AUTHORITY\SYSTEM","LaunchPermission - Local Access",,,
"DC-SRV01","{3F4D7BB8-4F38-4526-8CD3-C44D68689C5F}",,"S-1-5-32-544","BUILTIN\Administrators","LaunchPermission - Local Launch",,,
"DC-SRV01","{3F4D7BB8-4F38-4526-8CD3-C44D68689C5F}",,"S-1-5-32-544","BUILTIN\Administrators","LaunchPermission - Remote Launch",,,
"DC-SRV01","{3F4D7BB8-4F38-4526-8CD3-C44D68689C5F}",,"S-1-5-32-544","BUILTIN\Administrators","LaunchPermission - Local Activation",,,
"DC-SRV01","{3F4D7BB8-4F38-4526-8CD3-C44D68689C5F}",,"S-1-5-32-544","BUILTIN\Administrators","LaunchPermission - Remote Activation",,,
"DC-SRV01","{3F4D7BB8-4F38-4526-8CD3-C44D68689C5F}",,"S-1-5-32-544","BUILTIN\Administrators","LaunchPermission - Local Access",,,
"DC-SRV01","{3F4D7BB8-4F38-4526-8CD3-C44D68689C5F}",,"S-1-5-4","NT AUTHORITY\INTERACTIVE","LaunchPermission - Local Launch",,,
"DC-SRV01","{3F4D7BB8-4F38-4526-8CD3-C44D68689C5F}",,"S-1-5-4","NT AUTHORITY\INTERACTIVE","LaunchPermission - Remote Launch",,,
"DC-SRV01","{3F4D7BB8-4F38-4526-8CD3-C44D68689C5F}",,"S-1-5-4","NT AUTHORITY\INTERACTIVE","LaunchPermission - Local Activation",,,
"DC-SRV01","{3F4D7BB8-4F38-4526-8CD3-C44D68689C5F}",,"S-1-5-4","NT AUTHORITY\INTERACTIVE","LaunchPermission - Remote Activation",,,
"DC-SRV01","{3F4D7BB8-4F38-4526-8CD3-C44D68689C5F}",,"S-1-5-4","NT AUTHORITY\INTERACTIVE","LaunchPermission - Local Access",,,
"DC-SRV01","{3F4D7BB8-4F38-4526-8CD3-C44D68689C5F}",,"S-1-5-18","NT AUTHORITY\SYSTEM","LaunchPermission - Local Launch",,,
"DC-SRV01","{3F4D7BB8-4F38-4526-8CD3-C44D68689C5F}",,"S-1-5-18","NT AUTHORITY\SYSTEM","LaunchPermission - Remote Launch",,,
"DC-SRV01","{3F4D7BB8-4F38-4526-8CD3-C44D68689C5F}",,"S-1-5-18","NT AUTHORITY\SYSTEM","LaunchPermission - Remote Activation",,,
"DC-SRV01","{3F4D7BB8-4F38-4526-8CD3-C44D68689C5F}",,"S-1-5-32-544","BUILTIN\Administrators","Owner",,,
"DC-SRV01","{3F4D7BB8-4F38-4526-8CD3-C44D68689C5F}",,"S-1-5-32-544","BUILTIN\Administrators","Group",,,
"DC-SRV01","{3F4D7BB8-4F38-4526-8CD3-C44D68689C5F}",,"S-1-5-18","NT AUTHORITY\SYSTEM","AccessPermission - Local Launch",,,
"DC-SRV01","{3F4D7BB8-4F38-4526-8CD3-C44D68689C5F}",,"S-1-5-18","NT AUTHORITY\SYSTEM","AccessPermission - Remote Launch",,,
"DC-SRV01","{3F4D7BB8-4F38-4526-8CD3-C44D68689C5F}",,"S-1-5-10","NT AUTHORITY\SELF","AccessPermission - Local Launch",,,
"DC-SRV01","{3F4D7BB8-4F38-4526-8CD3-C44D68689C5F}",,"S-1-5-10","NT AUTHORITY\SELF","AccessPermission - Remote Launch",,,
"DC-SRV01","{3F4D7BB8-4F38-4526-8CD3-C44D68689C5F}",,"S-1-5-10","NT AUTHORITY\SELF","AccessPermission - Local Activation",,,
"DC-SRV01","{3F4D7BB8-4F38-4526-8CD3-C44D68689C5F}",,"S-1-5-4","NT AUTHORITY\INTERACTIVE","AccessPermission - Local Launch",,,
"DC-SRV01","{3F4D7BB8-4F38-4526-8CD3-C44D68689C5F}",,"S-1-5-4","NT AUTHORITY\INTERACTIVE","AccessPermission - Remote Launch",,,
"DC-SRV01","{3feb2f63-0eec-4b96-84ab-da1307e0117c}","Microsoft Windows WSMan Provider Host","S-1-5-18","NT AUTHORITY\SYSTEM","Owner",,,
"DC-SRV01","{3feb2f63-0eec-4b96-84ab-da1307e0117c}","Microsoft Windows WSMan Provider Host","S-1-5-32-544","BUILTIN\Administrators","Group",,,
"DC-SRV01","{3feb2f63-0eec-4b96-84ab-da1307e0117c}","Microsoft Windows WSMan Provider Host","S-1-1-0","Everyone","LaunchPermission - Local Launch",,,
"DC-SRV01","{3feb2f63-0eec-4b96-84ab-da1307e0117c}","Microsoft Windows WSMan Provider Host","S-1-1-0","Everyone","LaunchPermission - Remote Launch",,,
"DC-SRV01","{3feb2f63-0eec-4b96-84ab-da1307e0117c}","Microsoft Windows WSMan Provider Host","S-1-1-0","Everyone","LaunchPermission - Remote Activation",,,
"DC-SRV01","{3feb2f63-0eec-4b96-84ab-da1307e0117c}","Microsoft Windows WSMan Provider Host","S-1-5-18","NT AUTHORITY\SYSTEM","LaunchPermission - Local Launch",,,
"DC-SRV01","{3feb2f63-0eec-4b96-84ab-da1307e0117c}","Microsoft Windows WSMan Provider Host","S-1-5-18","NT AUTHORITY\SYSTEM","LaunchPermission - Remote Launch",,,
"DC-SRV01","{3feb2f63-0eec-4b96-84ab-da1307e0117c}","Microsoft Windows WSMan Provider Host","S-1-5-18","NT AUTHORITY\SYSTEM","LaunchPermission - Local Activation",,,
"DC-SRV01","{3feb2f63-0eec-4b96-84ab-da1307e0117c}","Microsoft Windows WSMan Provider Host","S-1-5-18","NT AUTHORITY\SYSTEM","LaunchPermission - Remote Activation",,,
"DC-SRV01","{3feb2f63-0eec-4b96-84ab-da1307e0117c}","Microsoft Windows WSMan Provider Host","S-1-5-18","NT AUTHORITY\SYSTEM","LaunchPermission - Local Access",,,
"DC-SRV01","{3feb2f63-0eec-4b96-84ab-da1307e0117c}","Microsoft Windows WSMan Provider Host","S-1-5-19","NT AUTHORITY\LOCAL SERVICE","LaunchPermission - Local Launch",,,
"DC-SRV01","{3feb2f63-0eec-4b96-84ab-da1307e0117c}","Microsoft Windows WSMan Provider Host","S-1-5-19","NT AUTHORITY\LOCAL SERVICE","LaunchPermission - Remote Launch",,,
"DC-SRV01","{3feb2f63-0eec-4b96-84ab-da1307e0117c}","Microsoft Windows WSMan Provider Host","S-1-5-19","NT AUTHORITY\LOCAL SERVICE","LaunchPermission - Local Activation",,,
"DC-SRV01","{3feb2f63-0eec-4b96-84ab-da1307e0117c}","Microsoft Windows WSMan Provider Host","S-1-5-19","NT AUTHORITY\LOCAL SERVICE","LaunchPermission - Remote Activation",,,
"DC-SRV01","{3feb2f63-0eec-4b96-84ab-da1307e0117c}","Microsoft Windows WSMan Provider Host","S-1-5-19","NT AUTHORITY\LOCAL SERVICE","LaunchPermission - Local Access",,,
"DC-SRV01","{3feb2f63-0eec-4b96-84ab-da1307e0117c}","Microsoft Windows WSMan Provider Host","S-1-5-20","NT AUTHORITY\NETWORK SERVICE","LaunchPermission - Local Launch",,,
"DC-SRV01","{3feb2f63-0eec-4b96-84ab-da1307e0117c}","Microsoft Windows WSMan Provider Host","S-1-5-20","NT AUTHORITY\NETWORK SERVICE","LaunchPermission - Remote Launch",,,
"DC-SRV01","{3feb2f63-0eec-4b96-84ab-da1307e0117c}","Microsoft Windows WSMan Provider Host","S-1-5-20","NT AUTHORITY\NETWORK SERVICE","LaunchPermission - Local Activation",,,
